Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;;;conversation_1_annotatable;Acknowledge response (user);15;16;0;"cool
[conversation_id=tcYis3RLgY] [conversation.id=-NBSGIVou7_WCv-tSW0k] [conversation.participant=user]";Anna_;27.07.25 18:55:55;Anna_;27.07.25 18:55:55;104;0,65
●;;;conversation_1_annotatable;Acknowledge response (user);96;97;0;"okay thank you
[conversation_id=tcYis3RLgY] [conversation.id=-NBSQYukuJuVtRNaEsSp] [conversation.participant=user]";Anna_;24.07.25 16:53:56;Anna_;24.07.25 16:53:56;114;0,71
●;;;conversation_1_annotatable;Acknowledge response (user);126;127;0;"cool
[conversation_id=tcYis3RLgY] [conversation.id=-NBSRWkzw2aHweVPAS5r] [conversation.participant=user]";Anna_;27.07.25 18:56:45;Anna_;27.07.25 18:56:45;104;0,65
●;;;conversation_1_annotatable;Acknowledge response (user);134;135;0;"nice
[conversation_id=tcYis3RLgY] [conversation.id=-NBSSIjQmVv14Hzbk2-i] [conversation.participant=user]";Anna_;27.07.25 18:56:51;Anna_;27.07.25 18:56:51;104;0,65
●;;;conversation_1_annotatable;Acknowledge response (user);181;182;0;"oh i see
[conversation_id=tcYis3RLgY] [conversation.id=-NBSTH74plsCtiVfbGLm] [conversation.participant=user]";Anna_;24.07.25 16:54:56;Anna_;24.07.25 16:54:56;108;0,67
●;;;conversation_1_annotatable;Acknowledge response (user);185;186;0;"very interesting! thank you
[conversation_id=tcYis3RLgY] [conversation.id=-NBSTNHNrp4GwNQUoYXA] [conversation.participant=user]";Anna_;27.07.25 18:57:08;Anna_;27.07.25 18:57:08;127;0,79
●;;;conversation_28_annotatable;Additional information (agent);93;94;0;"It should look as shown in the picture below.
[conversation_id=68942e2a] [conversation.id=-NKcy0I0OiYTQO3WJaZl] [conversation.participant=agent]";Anna_;17.07.25 18:55:47;Anna_;17.07.25 18:55:47;144;1,18
●;Giving additional information without prompting;;conversation_27_annotatable;Additional information (agent);29;30;0;"Also,  toasting nuts is not worth it.
[conversation_id=2b71cb60] [conversation.id=-NKceGo1qa2sy6-atGU2] [conversation.participant=agent]";Anna_;17.07.25 19:24:15;Anna_;17.07.25 19:17:50;136;1,91
●;;;conversation_26_annotatable;Additional information (agent);13;14;0;"However, as long as you have approximately  3 to 5 eggs, it should be fine for this recipe.
[conversation_id=pC0jYVl] [conversation.id=-NKIw7LFUnSWZ5xRdeuT] [conversation.participant=agent]";Anna_;17.07.25 18:27:35;Anna_;17.07.25 18:27:35;189;2,84
●;Giving alternative information without prompting;;conversation_23_annotatable;Additional information (agent);38;39;0;"but I can show you some pictures:
[conversation_id=Fxikuau] [conversation.id=-NH4hKv3PBM-ta1CZQUI] [conversation.participant=agent]";Anna_;17.07.25 19:23:07;Anna_;17.07.25 19:22:46;131;1,94
●;;;conversation_22_annotatable;Additional information (agent);58;59;0;"but a picture:
[conversation_id=KlOmIXe] [conversation.id=-NH4VpV1vdTgP6QSpwn6] [conversation.participant=agent]";Anna_;17.07.25 17:49:21;Anna_;17.07.25 17:49:21;112;1,28
●;Giving alternative information without prompting;;conversation_21_annotatable;Additional information (agent);117;118;0;"Maybe something in this direction
[conversation_id=EioCaKa] [conversation.id=-NGzy3icqsW8oXgv3AwR] [conversation.participant=agent]";Anna_;17.07.25 19:27:07;Anna_;17.07.25 19:26:53;131;0,61
●;Giving alternative information without prompting;;conversation_20_annotatable;Additional information (agent);30;31;0;"but I found this:
[conversation_id=xMKcudn] [conversation.id=-NGgG2BnxezrhHzGXLwL] [conversation.participant=agent]";Anna_;17.07.25 20:23:37;Anna_;17.07.25 20:23:24;115;0,65
●;Giving alternative information without prompting;;conversation_20_annotatable;Additional information (agent);102;103;0;"Usually you find it in supermarkets.
[conversation_id=xMKcudn] [conversation.id=-NGgL9CwOxQjmTBQqe-0] [conversation.participant=agent]";Anna_;17.07.25 20:24:37;Anna_;17.07.25 20:24:16;134;0,76
●;Giving alternative information without prompting;;conversation_20_annotatable;Additional information (agent);140;141;0;"But I can show you pictures:
[conversation_id=xMKcudn] [conversation.id=-NGgMASaC4P2vCA2toBa] [conversation.participant=agent]";Anna_;17.07.25 20:25:02;Anna_;17.07.25 20:24:50;126;0,71
●;;;conversation_19_annotatable;Additional information (agent);13;14;0;"But I have a general conversion table:1 cup ~ 237 mL1 quart ~ 1 L1 oz = 28.4 g1 lbs = 0.45 kg
[conversation_id=PPmiUbC] [conversation.id=-NGWwsPxZCAb6Fk-3qL7] [conversation.participant=agent]";Anna_;18.07.25 15:34:54;Anna_;18.07.25 15:34:54;191;1,77
●;Giving alternative information without prompting;;conversation_19_annotatable;Additional information (agent);38;39;0;"but I can show you a picture:
[conversation_id=PPmiUbC] [conversation.id=-NGWzA2RvWFxgORqUzlr] [conversation.participant=agent]";Anna_;17.07.25 20:26:30;Anna_;17.07.25 20:26:21;127;1,18
●;Giving alternative information;;conversation_7_annotatable;Additional information (agent);107;108;0;"However, as a general rule  the more oil breaks down, the less hydrophobic it becomes. At first, this can actually be an advantage. Less hydrophobic molecules in your oil means that it can come into closer contact with foods, allowing them to fry just a bit more efficiently. However,   as this breakdown continues, your oil becomes less and less hydrophobic, and eventually it'll start entering your food too rapidly, causing it to turn greasy and ruining its crispness. At this point you would have to change it
[conversation_id=55b3120cfdf99b6ef6263a71] [conversation.id=-N4DjGInUoC6-i1JU8Kr] [conversation.participant=agent]";Anna_;17.07.25 20:56:13;Anna_;17.07.25 20:56:05;628;5,21
●;Giving alternative information without prompting;;conversation_6_annotatable;Additional information (agent);67;68;0;"But a guess would be that it might be lighter
[conversation_id=5c8d1bee1bb19f00019d519e] [conversation.id=-N4YUGjpjvUKA6VvOzHw] [conversation.participant=agent]";Anna_;17.07.25 20:57:41;Anna_;17.07.25 20:57:17;160;1,36
●;Giving alternative information without prompting;;conversation_1_annotatable;Additional information (agent);94;95;0;"But  Preparation Time is 30 minutes
[conversation_id=tcYis3RLgY] [conversation.id=-NBSQWpSCeQOi6GUnVhQ] [conversation.participant=agent]";Anna_;17.07.25 21:07:14;Anna_;17.07.25 21:07:03;136;0,85
●;Giving alternative information without prompting;;conversation_0_annotatable;Additional information (agent);40;41;0;"But most likely the meat would need an hour to marinate after defrosting.
[conversation_id=bKBDfgUAa3] [conversation.id=-NBIPTIDeXeseoN95WJk] [conversation.participant=agent]";Anna_;17.07.25 21:09:03;Anna_;17.07.25 21:08:49;174;3,44
●;Explanation supporting apology added;;conversation_29_annotatable;Apology (IFID) (agent);42;43;0;"I'm sorry, I do not think I have this information
[conversation_id=7460a2a0] [conversation.id=-NKgsG9QEDD5iuDu6qec] [conversation.participant=agent]";Anna_;24.07.25 16:26:50;Anna_;24.07.25 16:26:46;148;1,08
●;Explanation supporting apology added;;conversation_29_annotatable;Apology (IFID) (agent);57;58;0;"I'm sorry but I do not have a video for this recipe.
[conversation_id=7460a2a0] [conversation.id=-NKgtC8UcwsKQJ0pI7P4] [conversation.participant=agent]";Anna_;24.07.25 16:26:36;Anna_;24.07.25 16:26:33;151;1,11
●;Explanation supporting apology added;;conversation_29_annotatable;Apology (IFID) (agent);122;123;0;"I'm sorry, I do not think I have this information
[conversation_id=7460a2a0] [conversation.id=-NKh-HXIiOoleaVbbwLM] [conversation.participant=agent]";Anna_;24.07.25 16:26:19;Anna_;24.07.25 16:26:16;148;1,08
●;Explanation supporting apology added;;conversation_29_annotatable;Apology (IFID) (agent);148;149;0;"I'm sorry, I do not think I have this information
[conversation_id=7460a2a0] [conversation.id=-NKh0jbCLA4DYlc5oYdD] [conversation.participant=agent]";Anna_;24.07.25 16:26:04;Anna_;24.07.25 16:26:00;148;1,08
●;Explanation supporting apology added;;conversation_26_annotatable;Apology (IFID) (agent);13;14;0;"I'm sorry, I do not think I have this information. However, as long as you have approximately  3 to 5 eggs, it should be fine for this recipe.
[conversation_id=pC0jYVl] [conversation.id=-NKIw7LFUnSWZ5xRdeuT] [conversation.participant=agent]";Anna_;24.07.25 16:25:03;Anna_;24.07.25 16:24:59;240;3,60
●;Explanation supporting apology added;;conversation_24_annotatable;Apology (IFID) (agent);30;31;0;"I'm sorry I do not have answer for this question
[conversation_id=nRHLDUQ] [conversation.id=-NH4qBjbA-hIwXFUd7tz] [conversation.participant=agent]";Anna_;24.07.25 16:24:24;Anna_;24.07.25 16:24:20;146;1,49
●;Explanation supporting apology added;;conversation_24_annotatable;Apology (IFID) (agent);63;64;0;"I'm sorry I do not have answer for this question
[conversation_id=nRHLDUQ] [conversation.id=-NH4uJQdli7Y2JKkjZhI] [conversation.participant=agent]";Anna_;24.07.25 16:24:06;Anna_;24.07.25 16:24:02;146;1,49
●;Explanation supporting apology added;;conversation_23_annotatable;Apology (IFID) (agent);38;39;0;"I'm sorry, I do not have a video, but I can show you some pictures:
[conversation_id=Fxikuau] [conversation.id=-NH4hKv3PBM-ta1CZQUI] [conversation.participant=agent]";Anna_;24.07.25 16:23:42;Anna_;24.07.25 16:23:38;165;2,44
●;Explanation supporting apology added;;conversation_22_annotatable;Apology (IFID) (agent);58;59;0;"I'm sorry, I do not think I have a video, but a picture:
[conversation_id=KlOmIXe] [conversation.id=-NH4VpV1vdTgP6QSpwn6] [conversation.participant=agent]";Anna_;24.07.25 16:23:19;Anna_;24.07.25 16:23:15;154;1,76
●;Explanation supporting apology added;;conversation_21_annotatable;Apology (IFID) (agent);115;116;0;"I'm sorry, I do not think I have this information
[conversation_id=EioCaKa] [conversation.id=-NGzxz2_u7dysl2N3V4M] [conversation.participant=agent]";Anna_;24.07.25 16:21:10;Anna_;24.07.25 16:21:07;147;0,69
●;Explanation supporting apology added;;conversation_20_annotatable;Apology (IFID) (agent);20;21;0;"I'm sorry I do not have answer for this question.
[conversation_id=xMKcudn] [conversation.id=-NGgFBUVW_OHbnZapRou] [conversation.participant=agent]";Anna_;24.07.25 16:19:27;Anna_;24.07.25 16:19:23;147;0,83
●;Explanation supporting apology added;;conversation_20_annotatable;Apology (IFID) (agent);30;31;0;"I'm sorry, I do not think I have a video for the spatchcocking process, but I found this:
[conversation_id=xMKcudn] [conversation.id=-NGgG2BnxezrhHzGXLwL] [conversation.participant=agent]";Anna_;24.07.25 16:19:13;Anna_;24.07.25 16:19:10;187;1,06
●;Explanation supporting apology added;;conversation_20_annotatable;Apology (IFID) (agent);102;103;0;"I'm sorry, I do not think I have this information. Usually you find it in supermarkets.
[conversation_id=xMKcudn] [conversation.id=-NGgL9CwOxQjmTBQqe-0] [conversation.participant=agent]";Anna_;24.07.25 16:18:56;Anna_;24.07.25 16:18:52;185;1,04
●;Explanation supporting apology added;;conversation_20_annotatable;Apology (IFID) (agent);140;141;0;"I'm sorry, I do not think I have this information. But I can show you pictures:
[conversation_id=xMKcudn] [conversation.id=-NGgMASaC4P2vCA2toBa] [conversation.participant=agent]";Anna_;24.07.25 16:18:40;Anna_;24.07.25 16:18:37;177;1,00
●;Explanation supporting apology added;;conversation_19_annotatable;Apology (IFID) (agent);11;12;0;"I'm sorry I do not have answer for this question
[conversation_id=PPmiUbC] [conversation.id=-NGWwgCGZpLwYMnDuDaS] [conversation.participant=agent]";Anna_;24.07.25 16:18:14;Anna_;24.07.25 16:18:11;146;1,35
●;Explanation supporting apology added;;conversation_19_annotatable;Apology (IFID) (agent);66;67;0;"I'm sorry, I do not think I have this information. If I need to guess, maybe doing two batches might work better.
[conversation_id=PPmiUbC] [conversation.id=-NGX05Y4kQdXdoIoJTd2] [conversation.participant=agent]";Anna_;24.07.25 16:17:54;Anna_;24.07.25 16:17:51;211;1,96
●;Explanation supporting apology added;;conversation_19_annotatable;Apology (IFID) (agent);89;90;0;"I do not have videos for this recipe, I'm sorry.
[conversation_id=PPmiUbC] [conversation.id=-NGX2fq5NEdHLg_mzIqz] [conversation.participant=agent]";Anna_;24.07.25 16:17:34;Anna_;24.07.25 16:17:30;146;1,35
●;Explanation supporting apology added;;conversation_18_annotatable;Apology (IFID) (agent);23;24;0;"I'm sorry I do not have answer for this question
[conversation_id=LFiNVaQ] [conversation.id=-NGLgeHBxcBnJe1u3wkd] [conversation.participant=agent]";Anna_;24.07.25 16:17:13;Anna_;24.07.25 16:17:10;146;1,52
●;Explanation supporting apology added;;conversation_17_annotatable;Apology (IFID) (agent);70;71;0;"I'm sorry, I do not think I have this information
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdKS5qqmhwM5O2RzNk] [conversation.participant=agent]";Anna_;24.07.25 16:16:49;Anna_;24.07.25 16:16:46;164;1,48
●;Explanation supporting apology added;;conversation_17_annotatable;Apology (IFID) (agent);113;114;0;"I'm sorry, I do not think I have this information
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdLjq9zQdf48CsVHvv] [conversation.participant=agent]";Anna_;24.07.25 16:16:34;Anna_;24.07.25 16:16:31;164;1,48
●;Explanation supporting apology added;;conversation_15_annotatable;Apology (IFID) (agent);48;49;0;"I'm sorry but I do not have an answer to that question
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YLCEp0iNfj8B6addm] [conversation.participant=agent]";Anna_;24.07.25 16:14:48;Anna_;24.07.25 16:14:43;169;1,27
●;Explanation supporting apology added;;conversation_15_annotatable;Apology (IFID) (agent);75;76;0;"I'm sorry but I do not have an answer to that question
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YMQkHCieEWJKHT-84] [conversation.participant=agent]";Anna_;24.07.25 16:14:32;Anna_;24.07.25 16:14:27;169;1,27
●;Explanation supporting apology added;;conversation_15_annotatable;Apology (IFID) (agent);107;108;0;"I'm sorry but I do not have an answer to that question
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YOp3HIdVDyAlP2ZsW] [conversation.participant=agent]";Anna_;24.07.25 16:13:55;Anna_;24.07.25 16:13:52;169;1,27
●;Explanation supporting apology added;;conversation_15_annotatable;Apology (IFID) (agent);115;116;0;"I'm sorry I do not have an answer to that question
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YPZgTpAXPvpxkk_F2] [conversation.participant=agent]";Anna_;24.07.25 16:13:42;Anna_;24.07.25 16:13:39;165;1,24
●;Explanation supporting apology added;;conversation_15_annotatable;Apology (IFID) (agent);125;126;0;"I'm sorry I do not have answer for this question
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YPzqQF-lkmhiYCiZ7] [conversation.participant=agent]";Anna_;24.07.25 16:13:28;Anna_;24.07.25 16:13:24;163;1,22
●;Explanation supporting apology added;;conversation_14_annotatable;Apology (IFID) (agent);49;50;0;"I'm sorry, I do not think I have this information
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAE_WFtxZJqgGSQuTXV] [conversation.participant=agent]";Anna_;24.07.25 16:13:08;Anna_;24.07.25 16:13:04;164;2,85
●;Explanation supporting apology added;;conversation_13_annotatable;Apology (IFID) (agent);129;130;0;"I'm sorry I do not have answer for this question
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kHfjK9PYRLuztm5rO] [conversation.participant=agent]";Anna_;24.07.25 16:12:43;Anna_;24.07.25 16:12:39;163;1,26
●;Explanation supporting apology added;;conversation_12_annotatable;Apology (IFID) (agent);35;36;0;"I'm sorry I do not have answer for this question
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W6dSpN7T6kDJ_7S5j] [conversation.participant=agent]";Anna_;24.07.25 16:12:23;Anna_;24.07.25 16:12:20;163;1,47
●;Explanation supporting apology added;;conversation_12_annotatable;Apology (IFID) (agent);109;110;0;"I'm sorry, I do not think I have this information
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W9lOfWB3mFLKDlW_v] [conversation.participant=agent]";Anna_;24.07.25 16:12:05;Anna_;24.07.25 16:12:01;164;1,48
●;Explanation supporting apology added;;conversation_12_annotatable;Apology (IFID) (agent);124;125;0;"I'm sorry, I do not think I have this information
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9WAWtndHExWJpG-pRk] [conversation.participant=agent]";Anna_;24.07.25 16:11:32;Anna_;24.07.25 16:11:15;164;1,48
●;Explanation supporting apology added;;conversation_11_annotatable;Apology (IFID) (agent);51;52;0;"I'm sorry but I do not have a video on that specific step
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96MaNGee1lrBoJpKI6] [conversation.participant=agent]";Anna_;24.07.25 16:10:36;Anna_;24.07.25 16:10:32;172;2,53
●;Explanation supporting apology added;;conversation_11_annotatable;Apology (IFID) (agent);66;67;0;"I'm sorry but I do not have an answer to that question
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96NEMPLLHdFHSqACz8] [conversation.participant=agent]";Anna_;24.07.25 16:10:20;Anna_;24.07.25 16:10:16;169;2,48
●;Explanation supporting apology added;;conversation_10_annotatable;Apology (IFID) (agent);20;21;0;"I'm sorry but I do not have a video for that
[conversation_id=wwwfod2dos] [conversation.id=-NAj3NqeelMaMFmCtHIN] [conversation.participant=agent]";Anna_;24.07.25 16:09:48;Anna_;24.07.25 16:09:45;145;1,16
●;Explanation supporting apology added;;conversation_10_annotatable;Apology (IFID) (agent);24;25;0;"I'm sorry but I do not have videos for this recipe
[conversation_id=wwwfod2dos] [conversation.id=-NAj3XIuO3t76mNEX_lc] [conversation.participant=agent]";Anna_;24.07.25 16:09:39;Anna_;24.07.25 16:09:36;151;1,20
●;Explanation supporting apology added;;conversation_10_annotatable;Apology (IFID) (agent);43;44;0;"I'm sorry but I do not have videos for this recipe
[conversation_id=wwwfod2dos] [conversation.id=-NAj4fNzzaDAuylMNiYu] [conversation.participant=agent]";Anna_;24.07.25 16:09:18;Anna_;24.07.25 16:09:15;151;1,20
